"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name"
"ACMTA","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","A","ACMAT CORP A","N","N","USA","ACMAT Corp."
"ACMUY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","ACOM CO LTD S/ADR","N","N","Japan","Acom Co. Ltd."
"ACNDF","OTC Link","15/10/2014","OTC Pink Current","N","Fund","","ASCENDAS INDIA TRUST UNIT","N","N","Singapore","Ascendas India Trust"
"ACNDY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","ASCENDAS INDIA UNSP/ADR","N","N","Singapore","Ascendas India Trust"
"ACNE","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ALICE CONSOL MINES INC","N","N","USA","Alice Consolidated Mines, Inc."
"ACNFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","AMSTERDAM COMMODITIES NV","N","N","The Netherlands","Amsterdam Commodities N.V."
"ACNI","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","AMER CMNTY NEWSPAPRS INC","N","N","USA","American Community Newspapers, Inc."
"ACNOF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","AEROCRINE AB ORD","N","N","Sweden","Aerocrine AB"
"ACNOY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","AEROCRINE AB ADR","N","N","Sweden","Aerocrine AB"
"ACOL","OTC Link","15/10/2014","OTCQB","N","Common Stock","","ACOLOGY INC","N","N","USA","Acology Inc."
"ACOPF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","A2 MILK CO LTD","N","N","","A2 Milk Co Ltd."
"ACOSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ARCHOS ACT.NOM","N","N","","Archos ACT.Nom"
"ACPGF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","ATACAMA PACIFIC GOLD CORP","N","N","Canada","Atacama Pacific Gold Corp."
"ACPOQ","Grey Market","15/10/2014","Grey Market","Y","Preferred Stock","","ANTHRACITE CAP INC D PFD","N","N","USA","Anthracite Capital, Inc."
"ACPPQ","Grey Market","15/10/2014","Grey Market","Y","Preferred Stock","","ANTHRACITE CAP INC C PFD","N","N","USA","Anthracite Capital, Inc."
"ACRB","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ASIA CARBON INDUSTRIES","N","N","China","Asia Carbon Industries, Inc."
"ACRFF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","ACCOR SA","N","N","France","Accor SA Ltd."
"ACRFY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","ACCOR SA UNSP/ADR","N","N","France","Accor SA Ltd."
"ACRT","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","ADVANCED CREDIT TECHS INC","N","N","USA","Advanced Credit Technologies Inc"
"ACRVF","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","AGELLAN COML RE INVT TR","N","N","","Agellan Commercial Real Estate Investment Trust"
"ACSAF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","ACS ACTIVIDADES DE CONSTR","N","N","Spain","ACS Actividades De Construccion Y Servicios SA"
"ACSAY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","ACS ACTIVIDADS CNS UN/ADR","N","N","Spain","ACS Actividades De Construccion Y Servicios SA"
"ACSBL","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","ACCESS BK NIGERIA S/GDR","N","N","","Access Bk Nigeria Plc"
"ACSEF","OTC Link","15/10/2014","OTC Pink No Information","N","Ordinary Shares","","ACS MOTION CONTROL LTD","N","N","Israel","ACS Motion Control, Ltd."
"ACSTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","AEROCAST INC ORD","N","N","USA","Aerocast Inc"
"ACSX","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","A C SIMMONDS & SONS INC","N","N","Canada","A.C. Simmonds and Sons Inc."
"ACSYF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ACCSYS TECHNOLOGIES PLC","N","N","","Accsys Technologies Plc."
"ACTC","OTC Link","15/10/2014","OTCQB","N","Common Stock","","ADVANCED CELL TECH INC","N","N","USA","Advanced Cell Technology, Inc."
"ACTFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ASIAN CITRUS HLDGS ORD","N","N","","Asian Citrus Holdings Ltd."
"ACTL","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","ARTEC GLOBAL MEDIA INC","N","N","USA","Artec Global Media, Inc."
"ACTLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ACCENTUATE LTD SHS","N","N","","Accentuate Ltd."
"ACTPF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ASCENT RESOURCES PLC ORD","N","N","","Ascent Resources plc"
"ACTRF","Grey Market","15/10/2014","Grey Market","N","Fund","","ASCOTT RESIDENCE TR UTS","N","N","","Ascott Residence Trust"
"ACUC","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","AMERICAN URANIUM CORP NEW","N","N","USA","American Uranium Corp."
"ACUG","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","A & C UNITED AGRICULTURE","N","N","USA","A & C United Agriculture Developing Inc"
"ACUS","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ACUSPHERE INC NEW","N","N","USA","Acusphere, Inc."
"ACWRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ACCELEWARE LTD","N","N","Canada","Acceleware Ltd."
"ACWY","OTC Link/BB","15/10/2014","OTC Pink Current","N","Common Stock","","ACEWAY CORP","N","N","USA","Aceway Corp."
"ACXA","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","ACCUREXA INC","N","N","USA","Accurexa Inc."
"ACXIF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","ACCIONA SA","N","N","Spain","Acciona S.A."
"ACXIY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","ACCIONA SA UNSP/ADR","N","N","Spain","Acciona S.A."
"ADAC","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","ADAMA TECHS CORP","N","N","USA","Adama Technologies Corp."
"ADAPL","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","ADELPHIA RECVRY SER OLYMP","N","N","USA","Adelphia Recovery Trust"
"ADARY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","AUTOSTRADA TORIN UNSP/ADR","N","N","","Autostrada Torino-Milano SPA"
"ADBCF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADELAIDE BRIGHTON LTD","N","N","Australia","Adelaide Brighton Ltd."
"ADBN","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","AMERICANA DISTR INC","N","N","USA","Americana Distribution, Inc."
"ADCC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","SAVENERGY HOLDINGS INC","N","N","USA","Savenergy Holdings, Inc."
"ADCF","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","ADVANCED DEFENSE TECHS","N","N","USA","Advanced Defense Technologies, Inc."
"ADCS","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADVANCED CONTENT SVCS INC","N","N","USA","Advanced Content Services, Inc."
"ADCV","Grey Market","15/10/2014","Grey Market","N","Common Stock","","AD CAPITAL US INC","N","N","Canada","AD Capital U.S., Inc."
"ADDC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADDMASTER CORP","N","N","USA","Addmaster Corp."
"ADDDF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","ADIDAS AG ORD","N","N","Germany","adidas AG"
"ADDNF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADDNODE AB ORD B","N","N","","Addnode AB"
"ADDXF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADDEX PHARMS LTD ORD","N","N","","Addex Pharmaceuticals Ltd."
"ADDYY","OTC Link","15/10/2014","OTCQX International Premier","N","American Depository Receipts","","ADIDAS AG S/ADR","N","N","Germany","adidas AG"
"ADEC","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","ALTERNATIVE ENERGY DEV CP","N","N","USA","Alternative Energy Development Corp."
"ADEND","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","ADIRA ENRGY LTD NEW","N","N","Canada","Adira Energy, Ltd."
"ADERY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","AIDA ENGINEERING LTD ADR","N","N","Japan","Aida Engineering Co., Ltd."
"ADEXF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","ADVANCED EXPLORATIONS INC","N","N","Canada","Advanced Explorations Inc."
"ADFJF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADF GROUP INC S/VTG","N","N","Canada","ADF Group Inc."
"ADFK","Grey Market","15/10/2014","Grey Market","N","Common Stock","","ADMIRAL FINCL CORP","N","N","USA","Admiral Financial Corp."
"ADFMF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADVANCE FRONTIER MTKS FD","N","N","","Advance Frontier Markets Fund, Ltd"
"ADFS","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","AMERICAN DEFENSE SYS INC","N","N","USA","American Defense Systems, Inc."
"ADFT","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADFITECH INC","N","N","USA","Adfitech, Inc."
"ADGL","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","ALLDIGITAL HOLDINGS INC","N","N","USA","AllDigital Holdings, Inc."
"ADGS","OTC Link","15/10/2014","OTCQB","N","Common Stock","","ADGS ADVISORY INC","N","N","China","ADGS Advisory, Inc."
"ADGSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ATLANTICA DEL GOLFO","N","N","","Atlantica Del Golfo"
"ADHC","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","AMER DIVRSFD HLDGS CORP","N","N","USA","American Diversified Holdings Corp."
"ADHLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","APPLIED DEV HLDGS LTD ORD","N","N","China","Applied Development Holdings Ltd."
"ADHLY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","APPLIED DEV HLDGS LTD ADR","N","N","China","Applied Development Holdings Ltd."
"ADIA","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADIA NUTRITION INC","N","N","USA","Adia Nutrition, Inc."
"ADIMF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ASAHI DIAMOND INDL ORD","N","N","","Asahi Diamond Industrial Co., Ltd."
"ADIR","Grey Market","15/10/2014","Grey Market","N","Common Stock","","ADIRONDACK SPRINGS BEV","N","N","USA","Adirondack Springs Beverages, Inc."
"ADKIL","Grey Market","15/10/2014","Grey Market","N","Units","","ADKINS ENERGY LLC UMI","N","N","","Adkins Energy LLC"
"ADKT","OTC Link","15/10/2014","OTCQB","N","Common Stock","","ADIRONDACK TRUST SARA SPS","N","N","USA","Adirondack Trust Co. (Saratoga Springs, NY)"
"ADLI","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","AMER MEDICAL TECHS INC","N","N","USA","American Medical Technologies, Inc."
"ADLS","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADVANCED LIFE SCI HOLD","N","N","USA","Advanced Life Sciences Holdings, Inc."
"ADMA","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","ADMA BIOLOGICS INC","N","N","USA","ADMA Biologics Inc"
"ADMD","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","ADVANCED MED ISOTOPE CORP","N","N","USA","Advanced Medical Isotope Corp."
"ADMG","OTC Link","15/10/2014","OTCQB","N","Common Stock","","ADAMANT DRI PRCNG &MNRLS","N","N","China","Adamant DRI Processing and Minerals Group"
"ADMT","OTC Link","15/10/2014","OTCQB","N","Common Stock","","ADM TRONICS UNLTD INC","N","N","USA","ADM Tronics Unlimited, Inc."
"ADNY","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADINO ENERGY CORP","N","N","USA","Adino Energy Corp."
"ADOCF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADOCIA ACT","N","N","France","Adocia ACT"
"ADOCY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","ADOCIA S/ADR","N","N","France","Adocia ACT"
"ADOOY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","ADARO ENERGY PT UNSP/ADR","N","N","Indonesia","Adaro Energy PT"
"ADPAJ","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","ADELPHIA RECOVERY ARAHOVA","N","N","USA","Adelphia Recovery Trust"
"ADPAL","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-6 E/F","N","N","USA","Adelphia Recovery Trust"
"ADPAN","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","ADELPHIA RVRY ACC-7","N","N","USA","Adelphia Recovery Trust"
"ADPAO","Grey Market","15/10/2014","Grey Market","N","Preferred Stock","","ADELPHIA RECVRY ACC-4 INT","N","N","USA","Adelphia Recovery Trust"
"ADPAR","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-6D","N","N","USA","Adelphia Recovery Trust"
"ADPAS","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-1 INT","N","N","USA","Adelphia Recovery Trust"
"ADPAT","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-6B","N","N","USA","Adelphia Recovery Trust"
"ADPC","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","ALLIED PRODS CRP","N","N","USA","Allied Products Corp."
"ADPMF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","AD PEPPER MEDIA INTL NV","N","N","Germany","Ad Pepper Media International NV"
"ADPXF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","AUDIO PIXELS HLDGS ORD","N","N","Australia","Audio Pixels Holdings Ltd"
"ADPXY","OTC Link","15/10/2014","OTCQX International","N","American Depository Receipts","","AUDIO PIXELS HLDGS S/ADR","N","N","Australia","Audio Pixels Holdings Ltd"
"ADREF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADLER REAL ESTATE AG ORD","N","N","","Adler Real Estate AG"
"ADRGF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","AMADOR GOLD CORP","N","N","Canada","Amador Gold Corp."
"ADRN","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","ADARNA ENERGY CORP","N","N","USA","Adarna Energy Corp"
"ADRNF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADERANS CO LTD ORD","N","N","Japan","Aderans Co. Ltd"
"ADRXF","Grey Market","15/10/2014","Grey Market","N","Warrants","","FENNEC PHARMS INC 16 WTS","N","N","USA","Fennec Pharmaceuticals, Inc."
"ADRZF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ANDRITZ AG GRAZ AKT","N","N","Austria","Andritz AG"
"ADRZY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","ANDRITZ AG UNSP/ADR","N","N","Austria","Andritz AG"
"ADSLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADSLOT LTD ORD","N","N","","Adslot Ltd"
"ADSN","OTC Link/BB","15/10/2014","OTC Pink Current","N","Common Stock","","ADELT DESIGN INC","N","N","USA","Adelt Design, Inc."
"ADST","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","ADSTAR INC","N","N","USA","AdStar, Inc."
"ADSV","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ALLIED SEC INNOVATINS NEW","N","N","USA","Allied Security Innovations, Inc."
"ADTCQ","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADVANCED DEPOSITION TECHS","N","N","USA","Advanced Deposition Technologies, Inc."
"ADTFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADROIT RESOURCES INC ORD","N","N","Canada","Adroit Resources Inc."
"ADTM","OTC Link","15/10/2014","OTCQB","N","Common Stock","","ADAPTIVE MEDIAS INC","N","N","USA","Adaptive Medias, Inc."
"ADTR","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","ALLIANCE DIST HLDGS INC","N","N","USA","Alliance Distributors Holdings, Inc."
"ADTTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADVANTEST CORP ORD","N","N","Japan","Advantest Corp."
"ADTY","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADTEGRITY.COM INTL  INC","N","N","USA","Adtegrity.com International, Inc."
"ADVA","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","ADVATECH CORP","N","N","USA","Advatech Corp."
"ADVC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","ADVANT-E CORP","N","N","USA","Advant-e Corp."
"ADVOF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADVA OPTICAL NETWORKING","N","N","Germany","ADVA AG Optical Networking"
"ADWPF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ANDREW PELLER LTD ORD A","N","N","Canada","Andrew Peller Ltd."
"ADXDF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADEX MINING CORP","N","N","Canada","Adex Mining, Inc."
"ADXM","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","ADEX MEDIA INC","N","N","USA","Adex Media, Inc."
"ADXRF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","ADX ENERGY LTD","N","N","Australia","ADX Energy Ltd."
"ADYBY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","ADITYA BIRLA NUV ADR 144A","N","N","India","Aditya Birla Nuvo Ltd."
"ADZZF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ADVANCE RESIDENCE INV ORD","N","N","","Advance Residence Investment Corp."
"AEBMY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","ANADOLU EFES S/ADR 144A","N","N","Turkey","Anadolu Efes Biracilik Ve Malt AS"
"AEBZY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","ANADOLU EFES BIRCLK S/ADR","N","N","Turkey","Anadolu Efes Biracilik Ve Malt AS"
"AECFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ACTION ENERGY INC ORD","N","N","Canada","Action Energy Inc."
"AECJY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","ALLIED ELECTR UNSP/ADR","N","N","","Allied Electronic Corp."
"AECLY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","AE & CI LIMITED ADR","N","N","South Africa","AE & CI Ltd."
"AECS","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","AEC HOLDINGS CORP","N","N","USA","AEC Holdings Corp."
"AEDC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","AMERICAN ENERGY DEV CORP","N","N","USA","American Energy Development Corp."
"AEEI","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","AMERICAN ENVIRNMNTL ENGY","N","N","USA","American Environmental Energy, Inc."
"AEGA","OTC Link","15/10/2014","OTCQB","N","Common Stock","","AEGEA INC","N","N","USA","AEGEA Inc."
"AEGG","OTC Link","15/10/2014","OTCQB","N","Common Stock","","AMER ENERGY GROUP LTD","N","N","USA","American Energy Group, Ltd. (THE)"
